date,day_of_week,weather,menu_item,food_category,meal_time,amount_cooked_kg,amount_consumed_kg,food_waste_kg
2024-02-20,Tuesday,Clear,Mix Veg,Dry Veg,Lunch,52.21,33.42,18.79
2024-02-21,Wednesday,Heavy Rain,Jeera Rice,Rice,Dinner,54.4,38.05,16.35
2024-02-21,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,56.19,33.95,22.23
2024-02-22,Thursday,Cloudy,Mix Veg,Dry Veg,Breakfast,55.08,39.28,15.81
2024-02-22,Thursday,Cloudy,Plain Roti,Bread/Roti,Dinner,54.99,49.29,5.71
2024-02-22,Thursday,Cloudy,Dal Makhani,Curry/Dal,Dinner,43.83,36.6,7.23
2024-02-23,Friday,Cloudy,Poha,Other,Dinner,52.07,45.51,6.56
2024-02-23,Friday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,53.13,39.63,13.5
2024-02-24,Saturday,Clear,Poha,Other,Dinner,40.03,25.72,14.31
2024-02-24,Saturday,Clear,Jeera Rice,Rice,Breakfast,58.41,45.57,12.84
2024-02-25,Sunday,Light Rain,Gulab Jamun,Dessert,Dinner,46.75,28.0,18.76
2024-02-26,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,58.69,35.54,23.15
2024-02-27,Tuesday,Cloudy,Poha,Other,Dinner,53.55,46.26,7.29
2024-02-27,Tuesday,Cloudy,Gulab Jamun,Dessert,Dinner,49.66,35.19,14.47
2024-02-27,Tuesday,Cloudy,Poha,Other,Breakfast,51.73,47.31,4.42
2024-02-28,Wednesday,Light Rain,Mix Veg,Dry Veg,Breakfast,55.77,42.03,13.74
2024-02-29,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,40.99,30.11,10.88
2024-02-29,Thursday,Light Rain,Jeera Rice,Rice,Breakfast,47.82,45.13,2.69
2024-03-01,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,53.68,40.1,13.58
2024-03-01,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,50.88,37.51,13.37
2024-03-01,Friday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,54.28,45.32,8.96
2024-03-02,Saturday,Cloudy,Poha,Other,Dinner,51.54,32.4,19.13
2024-03-03,Sunday,Cloudy,Gulab Jamun,Dessert,Lunch,52.67,33.51,19.16
2024-03-03,Sunday,Cloudy,Poha,Other,Dinner,49.1,29.55,19.56
2024-03-03,Sunday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,55.43,44.04,11.39
2024-03-04,Monday,Clear,Gulab Jamun,Dessert,Breakfast,44.81,40.45,4.35
2024-03-05,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,48.74,29.78,18.95
2024-03-05,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Lunch,40.84,20.85,19.99
2024-03-05,Tuesday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,55.63,40.62,15.01
2024-03-06,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,52.44,40.21,12.23
2024-03-06,Wednesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,57.53,42.57,14.97
2024-03-06,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,42.39,29.63,12.76
2024-03-07,Thursday,Clear,Poha,Other,Lunch,58.74,54.15,4.59
2024-03-08,Friday,Cloudy,Poha,Other,Lunch,44.65,33.21,11.44
2024-03-09,Saturday,Cloudy,Jeera Rice,Rice,Dinner,56.94,41.45,15.49
2024-03-09,Saturday,Cloudy,Dal Makhani,Curry/Dal,Lunch,42.37,33.63,8.73
2024-03-09,Saturday,Cloudy,Poha,Other,Dinner,59.91,41.66,18.25
2024-03-10,Sunday,Light Rain,Mix Veg,Dry Veg,Dinner,47.12,21.22,25.9
2024-03-10,Sunday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,47.36,29.49,17.87
2024-03-11,Monday,Cloudy,Palak Paneer,Curry/Dal,Lunch,52.03,42.63,9.4
2024-03-11,Monday,Cloudy,Gulab Jamun,Dessert,Dinner,49.06,38.57,10.49
2024-03-12,Tuesday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,56.59,47.44,9.15
2024-03-12,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,45.49,25.19,20.3
2024-03-12,Tuesday,Heavy Rain,Poha,Other,Breakfast,51.33,32.95,18.38
2024-03-13,Wednesday,Clear,Gulab Jamun,Dessert,Dinner,52.64,42.89,9.75
2024-03-13,Wednesday,Clear,Dal Makhani,Curry/Dal,Breakfast,43.22,36.07,7.15
2024-03-14,Thursday,Cloudy,Palak Paneer,Curry/Dal,Lunch,41.48,36.4,5.08
2024-03-15,Friday,Light Rain,Poha,Other,Dinner,41.6,32.5,9.1
2024-03-15,Friday,Light Rain,Gulab Jamun,Dessert,Lunch,56.09,51.08,5.01
2024-03-15,Friday,Light Rain,Mix Veg,Dry Veg,Lunch,54.66,39.68,14.98
2024-03-16,Saturday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,50.2,29.23,20.97
2024-03-17,Sunday,Light Rain,Poha,Other,Breakfast,53.66,42.3,11.36
2024-03-18,Monday,Heavy Rain,Gulab Jamun,Dessert,Lunch,56.09,36.55,19.53
2024-03-18,Monday,Heavy Rain,Jeera Rice,Rice,Lunch,54.62,42.12,12.51
2024-03-18,Monday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,49.4,39.83,9.57
2024-03-19,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,51.03,46.85,4.18
2024-03-19,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,54.93,38.5,16.43
2024-03-19,Tuesday,Light Rain,Plain Roti,Bread/Roti,Lunch,45.46,38.32,7.13
2024-03-20,Wednesday,Cloudy,Gulab Jamun,Dessert,Lunch,56.55,48.24,8.32
2024-03-20,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Dinner,49.77,43.03,6.73
2024-03-21,Thursday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,43.62,36.27,7.35
2024-03-21,Thursday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,58.45,41.28,17.17
2024-03-22,Friday,Heavy Rain,Gulab Jamun,Dessert,Dinner,48.36,33.24,15.11
2024-03-23,Saturday,Cloudy,Plain Roti,Bread/Roti,Breakfast,58.17,40.28,17.89
2024-03-24,Sunday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,48.28,27.29,20.99
2024-03-24,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,48.91,32.4,16.51
2024-03-24,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,42.96,23.11,19.85
2024-03-25,Monday,Heavy Rain,Poha,Other,Dinner,41.29,27.91,13.38
2024-03-25,Monday,Heavy Rain,Poha,Other,Breakfast,42.61,30.01,12.6
2024-03-26,Tuesday,Clear,Jeera Rice,Rice,Dinner,53.97,40.11,13.87
2024-03-26,Tuesday,Clear,Gulab Jamun,Dessert,Breakfast,45.19,34.55,10.64
2024-03-27,Wednesday,Clear,Gulab Jamun,Dessert,Breakfast,55.01,44.27,10.74
2024-03-27,Wednesday,Clear,Plain Roti,Bread/Roti,Dinner,43.89,39.22,4.67
2024-03-28,Thursday,Light Rain,Gulab Jamun,Dessert,Breakfast,44.21,33.01,11.2
2024-03-28,Thursday,Light Rain,Plain Roti,Bread/Roti,Breakfast,57.76,50.69,7.07
2024-03-28,Thursday,Light Rain,Poha,Other,Breakfast,44.56,31.67,12.89
2024-03-29,Friday,Clear,Mix Veg,Dry Veg,Lunch,46.85,29.62,17.23
2024-03-29,Friday,Clear,Plain Roti,Bread/Roti,Breakfast,49.27,37.34,11.93
2024-03-30,Saturday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,40.47,28.25,12.21
2024-03-30,Saturday,Heavy Rain,Poha,Other,Lunch,49.78,29.93,19.84
2024-03-30,Saturday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,43.47,21.89,21.58
2024-03-31,Sunday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,51.17,29.79,21.38
2024-03-31,Sunday,Heavy Rain,Jeera Rice,Rice,Breakfast,43.59,28.56,15.03
2024-03-31,Sunday,Heavy Rain,Gulab Jamun,Dessert,Dinner,46.16,30.08,16.08
2024-04-01,Monday,Light Rain,Gulab Jamun,Dessert,Lunch,54.04,41.02,13.02
2024-04-01,Monday,Light Rain,Palak Paneer,Curry/Dal,Dinner,44.45,36.7,7.75
2024-04-02,Tuesday,Light Rain,Poha,Other,Breakfast,43.47,34.37,9.1
2024-04-02,Tuesday,Light Rain,Gulab Jamun,Dessert,Dinner,44.64,42.33,2.31
2024-04-02,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,45.47,36.32,9.15
2024-04-03,Wednesday,Clear,Gulab Jamun,Dessert,Breakfast,46.53,42.12,4.41
2024-04-03,Wednesday,Clear,Dal Makhani,Curry/Dal,Breakfast,47.88,41.27,6.62
2024-04-03,Wednesday,Clear,Mix Veg,Dry Veg,Dinner,43.28,27.12,16.16
2024-04-04,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,53.46,39.63,13.83
2024-04-04,Thursday,Heavy Rain,Poha,Other,Lunch,55.53,45.62,9.91
2024-04-04,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,59.39,47.7,11.69
2024-04-05,Friday,Clear,Poha,Other,Lunch,54.86,49.18,5.68
2024-04-05,Friday,Clear,Plain Roti,Bread/Roti,Breakfast,53.38,49.29,4.08
2024-04-05,Friday,Clear,Poha,Other,Lunch,53.1,40.26,12.84
2024-04-06,Saturday,Cloudy,Poha,Other,Lunch,58.14,39.55,18.59
2024-04-06,Saturday,Cloudy,Mix Veg,Dry Veg,Breakfast,50.67,30.53,20.14
2024-04-06,Saturday,Cloudy,Plain Roti,Bread/Roti,Lunch,58.05,36.18,21.87
2024-04-07,Sunday,Clear,Dal Makhani,Curry/Dal,Breakfast,59.15,34.83,24.32
2024-04-07,Sunday,Clear,Plain Roti,Bread/Roti,Breakfast,46.72,30.61,16.11
2024-04-07,Sunday,Clear,Palak Paneer,Curry/Dal,Lunch,46.7,28.3,18.4
2024-04-08,Monday,Cloudy,Aloo Gobhi,Dry Veg,Lunch,48.61,39.05,9.55
2024-04-08,Monday,Cloudy,Poha,Other,Dinner,54.17,41.06,13.11
2024-04-08,Monday,Cloudy,Plain Roti,Bread/Roti,Lunch,57.25,51.54,5.7
2024-04-09,Tuesday,Light Rain,Plain Roti,Bread/Roti,Breakfast,53.83,37.95,15.88
2024-04-09,Tuesday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,40.85,36.23,4.62
2024-04-09,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Dinner,57.67,47.6,10.07
2024-04-10,Wednesday,Clear,Jeera Rice,Rice,Dinner,56.33,46.4,9.93
2024-04-11,Thursday,Clear,Jeera Rice,Rice,Dinner,48.83,42.01,6.82
2024-04-11,Thursday,Clear,Poha,Other,Dinner,44.65,40.89,3.75
2024-04-11,Thursday,Clear,Palak Paneer,Curry/Dal,Dinner,41.91,37.48,4.43
2024-04-12,Friday,Heavy Rain,Mix Veg,Dry Veg,Lunch,57.88,41.82,16.05
2024-04-12,Friday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,43.69,35.68,8.01
2024-04-12,Friday,Heavy Rain,Jeera Rice,Rice,Dinner,50.17,40.19,9.98
2024-04-13,Saturday,Heavy Rain,Mix Veg,Dry Veg,Lunch,40.48,24.26,16.21
2024-04-13,Saturday,Heavy Rain,Jeera Rice,Rice,Breakfast,46.5,21.38,25.12
2024-04-14,Sunday,Light Rain,Jeera Rice,Rice,Dinner,51.54,36.66,14.87
2024-04-14,Sunday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,41.98,26.81,15.17
2024-04-14,Sunday,Light Rain,Poha,Other,Dinner,55.58,42.43,13.14
2024-04-15,Monday,Clear,Palak Paneer,Curry/Dal,Breakfast,54.22,43.07,11.15
2024-04-16,Tuesday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,51.22,40.75,10.47
2024-04-17,Wednesday,Clear,Mix Veg,Dry Veg,Dinner,45.84,35.16,10.68
2024-04-17,Wednesday,Clear,Palak Paneer,Curry/Dal,Lunch,42.54,36.23,6.31
2024-04-18,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,56.82,45.81,11.01
2024-04-18,Thursday,Heavy Rain,Poha,Other,Breakfast,56.13,36.29,19.84
2024-04-19,Friday,Clear,Gulab Jamun,Dessert,Breakfast,47.55,35.49,12.06
2024-04-19,Friday,Clear,Palak Paneer,Curry/Dal,Breakfast,45.49,40.82,4.67
2024-04-19,Friday,Clear,Mix Veg,Dry Veg,Breakfast,45.84,28.25,17.59
2024-04-20,Saturday,Clear,Aloo Gobhi,Dry Veg,Dinner,40.93,31.41,9.52
2024-04-20,Saturday,Clear,Poha,Other,Lunch,40.78,31.53,9.25
2024-04-21,Sunday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,46.99,29.75,17.24
2024-04-22,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,57.86,45.31,12.55
2024-04-22,Monday,Heavy Rain,Poha,Other,Breakfast,53.61,40.66,12.95
2024-04-22,Monday,Heavy Rain,Poha,Other,Breakfast,46.77,39.45,7.32
2024-04-23,Tuesday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,40.29,31.83,8.45
2024-04-24,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,49.84,31.6,18.24
2024-04-24,Wednesday,Heavy Rain,Jeera Rice,Rice,Lunch,53.3,33.01,20.29
2024-04-25,Thursday,Light Rain,Poha,Other,Lunch,45.71,43.06,2.65
2024-04-26,Friday,Clear,Aloo Gobhi,Dry Veg,Dinner,41.52,39.42,2.1
2024-04-26,Friday,Clear,Poha,Other,Lunch,57.26,44.61,12.66
2024-04-27,Saturday,Cloudy,Mix Veg,Dry Veg,Dinner,51.56,24.03,27.53
2024-04-28,Sunday,Cloudy,Poha,Other,Breakfast,42.84,27.45,15.39
2024-04-28,Sunday,Cloudy,Plain Roti,Bread/Roti,Lunch,40.97,24.02,16.95
2024-04-29,Monday,Clear,Jeera Rice,Rice,Lunch,50.73,45.44,5.29
2024-04-30,Tuesday,Heavy Rain,Jeera Rice,Rice,Dinner,47.03,39.41,7.62
2024-05-01,Wednesday,Cloudy,Palak Paneer,Curry/Dal,Lunch,52.92,37.33,15.59
2024-05-02,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,55.36,37.9,17.46
2024-05-03,Friday,Clear,Dal Makhani,Curry/Dal,Lunch,44.1,40.24,3.86
2024-05-04,Saturday,Clear,Poha,Other,Lunch,43.17,27.25,15.92
2024-05-04,Saturday,Clear,Palak Paneer,Curry/Dal,Dinner,49.17,34.86,14.31
2024-05-04,Saturday,Clear,Dal Makhani,Curry/Dal,Lunch,41.77,23.93,17.84
2024-05-05,Sunday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,51.91,38.7,13.21
2024-05-05,Sunday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,56.1,40.32,15.77
2024-05-05,Sunday,Light Rain,Palak Paneer,Curry/Dal,Lunch,46.63,27.92,18.71
2024-05-06,Monday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,48.3,30.37,17.93
2024-05-07,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,54.08,45.26,8.82
2024-05-07,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,57.34,48.59,8.75
2024-05-08,Wednesday,Clear,Gulab Jamun,Dessert,Dinner,59.39,47.65,11.74
2024-05-08,Wednesday,Clear,Poha,Other,Lunch,58.86,47.57,11.29
2024-05-09,Thursday,Heavy Rain,Mix Veg,Dry Veg,Lunch,49.67,31.6,18.06
2024-05-09,Thursday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,49.38,38.29,11.09
2024-05-10,Friday,Clear,Plain Roti,Bread/Roti,Dinner,42.4,32.58,9.83
2024-05-11,Saturday,Clear,Gulab Jamun,Dessert,Dinner,44.97,25.48,19.48
2024-05-11,Saturday,Clear,Poha,Other,Lunch,42.91,25.99,16.92
2024-05-12,Sunday,Cloudy,Mix Veg,Dry Veg,Lunch,50.3,22.63,27.66
2024-05-13,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,55.03,46.42,8.61
2024-05-14,Tuesday,Cloudy,Jeera Rice,Rice,Breakfast,43.04,38.64,4.39
2024-05-14,Tuesday,Cloudy,Jeera Rice,Rice,Lunch,55.53,45.95,9.58
2024-05-14,Tuesday,Cloudy,Plain Roti,Bread/Roti,Lunch,42.8,37.34,5.46
2024-05-15,Wednesday,Light Rain,Jeera Rice,Rice,Dinner,54.91,44.13,10.77
2024-05-15,Wednesday,Light Rain,Mix Veg,Dry Veg,Breakfast,48.56,29.57,18.99
2024-05-15,Wednesday,Light Rain,Mix Veg,Dry Veg,Dinner,43.1,27.67,15.43
2024-05-16,Thursday,Clear,Plain Roti,Bread/Roti,Breakfast,41.09,37.66,3.42
2024-05-17,Friday,Cloudy,Gulab Jamun,Dessert,Lunch,44.87,40.02,4.86
2024-05-17,Friday,Cloudy,Gulab Jamun,Dessert,Dinner,53.74,46.92,6.81
2024-05-18,Saturday,Clear,Aloo Gobhi,Dry Veg,Lunch,52.36,33.14,19.23
2024-05-18,Saturday,Clear,Palak Paneer,Curry/Dal,Lunch,47.26,29.72,17.54
2024-05-19,Sunday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,44.86,31.72,13.13
2024-05-20,Monday,Light Rain,Poha,Other,Lunch,49.21,34.52,14.7
2024-05-20,Monday,Light Rain,Mix Veg,Dry Veg,Breakfast,46.24,30.19,16.05
2024-05-20,Monday,Light Rain,Poha,Other,Dinner,54.42,47.61,6.81
2024-05-21,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,48.85,28.34,20.51
2024-05-22,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,54.92,48.26,6.66
2024-05-22,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Dinner,59.0,54.6,4.4
2024-05-22,Wednesday,Cloudy,Mix Veg,Dry Veg,Lunch,53.71,43.51,10.2
2024-05-23,Thursday,Light Rain,Plain Roti,Bread/Roti,Dinner,55.24,41.32,13.91
2024-05-23,Thursday,Light Rain,Poha,Other,Lunch,53.16,40.27,12.89
2024-05-24,Friday,Cloudy,Jeera Rice,Rice,Lunch,41.08,38.67,2.41
2024-05-25,Saturday,Clear,Gulab Jamun,Dessert,Breakfast,57.86,33.75,24.11
2024-05-25,Saturday,Clear,Palak Paneer,Curry/Dal,Breakfast,59.02,37.46,21.56
2024-05-25,Saturday,Clear,Mix Veg,Dry Veg,Dinner,56.43,38.24,18.19
2024-05-26,Sunday,Cloudy,Plain Roti,Bread/Roti,Breakfast,59.64,37.9,21.75
2024-05-26,Sunday,Cloudy,Gulab Jamun,Dessert,Lunch,49.09,37.68,11.41
2024-05-27,Monday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,43.72,37.27,6.44
2024-05-27,Monday,Cloudy,Plain Roti,Bread/Roti,Lunch,59.09,44.65,14.43
2024-05-28,Tuesday,Heavy Rain,Gulab Jamun,Dessert,Lunch,46.76,35.99,10.77
2024-05-28,Tuesday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,50.56,35.34,15.22
2024-05-29,Wednesday,Light Rain,Poha,Other,Dinner,58.95,50.19,8.76
2024-05-30,Thursday,Light Rain,Gulab Jamun,Dessert,Breakfast,45.97,42.3,3.67
2024-05-31,Friday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,56.05,39.11,16.94
2024-05-31,Friday,Heavy Rain,Jeera Rice,Rice,Lunch,46.16,28.39,17.77
2024-05-31,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,52.65,31.69,20.95
2024-06-01,Saturday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,45.97,22.35,23.62
2024-06-02,Sunday,Clear,Dal Makhani,Curry/Dal,Lunch,40.71,31.26,9.45
2024-06-03,Monday,Heavy Rain,Jeera Rice,Rice,Lunch,41.62,29.79,11.83
2024-06-03,Monday,Heavy Rain,Mix Veg,Dry Veg,Lunch,43.39,26.64,16.75
2024-06-04,Tuesday,Light Rain,Poha,Other,Dinner,58.61,46.08,12.53
2024-06-04,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,49.21,32.42,16.79
2024-06-05,Wednesday,Clear,Mix Veg,Dry Veg,Breakfast,49.94,32.64,17.3
2024-06-05,Wednesday,Clear,Jeera Rice,Rice,Lunch,42.35,30.08,12.27
2024-06-06,Thursday,Cloudy,Plain Roti,Bread/Roti,Dinner,50.23,38.03,12.21
2024-06-06,Thursday,Cloudy,Gulab Jamun,Dessert,Dinner,41.74,32.37,9.37
2024-06-07,Friday,Clear,Mix Veg,Dry Veg,Lunch,53.99,34.38,19.62
2024-06-07,Friday,Clear,Poha,Other,Breakfast,49.43,37.52,11.91
2024-06-08,Saturday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,45.38,33.3,12.07
2024-06-09,Sunday,Cloudy,Aloo Gobhi,Dry Veg,Lunch,56.06,31.75,24.31
2024-06-09,Sunday,Cloudy,Palak Paneer,Curry/Dal,Dinner,59.79,44.04,15.75
2024-06-09,Sunday,Cloudy,Jeera Rice,Rice,Dinner,49.77,28.54,21.23
2024-06-10,Monday,Light Rain,Plain Roti,Bread/Roti,Breakfast,51.05,46.81,4.24
2024-06-10,Monday,Light Rain,Plain Roti,Bread/Roti,Dinner,50.41,40.16,10.24
2024-06-10,Monday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,56.51,41.92,14.59
2024-06-11,Tuesday,Clear,Palak Paneer,Curry/Dal,Breakfast,42.44,38.83,3.62
2024-06-12,Wednesday,Clear,Dal Makhani,Curry/Dal,Dinner,40.42,34.62,5.8
2024-06-12,Wednesday,Clear,Jeera Rice,Rice,Breakfast,57.62,42.92,14.7
2024-06-13,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,40.57,28.31,12.26
2024-06-13,Thursday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,59.78,37.29,22.49
2024-06-13,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,40.06,33.71,6.36
2024-06-14,Friday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,54.47,30.51,23.96
2024-06-14,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,49.87,31.26,18.61
2024-06-14,Friday,Heavy Rain,Gulab Jamun,Dessert,Lunch,57.98,38.94,19.05
2024-06-15,Saturday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,49.46,25.18,24.28
2024-06-16,Sunday,Light Rain,Plain Roti,Bread/Roti,Dinner,56.99,42.81,14.18
2024-06-17,Monday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,54.25,35.58,18.67
2024-06-18,Tuesday,Cloudy,Jeera Rice,Rice,Lunch,52.99,45.56,7.43
2024-06-19,Wednesday,Light Rain,Plain Roti,Bread/Roti,Breakfast,47.83,39.19,8.64
2024-06-19,Wednesday,Light Rain,Gulab Jamun,Dessert,Lunch,55.04,38.72,16.32
2024-06-19,Wednesday,Light Rain,Poha,Other,Dinner,55.3,41.04,14.27
2024-06-20,Thursday,Heavy Rain,Mix Veg,Dry Veg,Dinner,57.03,39.58,17.46
2024-06-21,Friday,Clear,Palak Paneer,Curry/Dal,Lunch,48.7,46.12,2.57
2024-06-21,Friday,Clear,Aloo Gobhi,Dry Veg,Dinner,52.26,37.53,14.72
2024-06-22,Saturday,Cloudy,Mix Veg,Dry Veg,Lunch,56.23,35.15,21.08
2024-06-22,Saturday,Cloudy,Mix Veg,Dry Veg,Breakfast,53.94,31.58,22.36
2024-06-23,Sunday,Light Rain,Mix Veg,Dry Veg,Breakfast,59.78,40.66,19.12
2024-06-24,Monday,Light Rain,Gulab Jamun,Dessert,Lunch,49.18,36.34,12.84
2024-06-24,Monday,Light Rain,Palak Paneer,Curry/Dal,Lunch,43.05,31.15,11.9
2024-06-25,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,53.52,35.71,17.81
2024-06-26,Wednesday,Clear,Aloo Gobhi,Dry Veg,Breakfast,41.98,39.51,2.46
2024-06-26,Wednesday,Clear,Jeera Rice,Rice,Lunch,49.75,43.75,6.0
2024-06-27,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,49.9,45.53,4.37
2024-06-27,Thursday,Light Rain,Jeera Rice,Rice,Dinner,48.83,46.32,2.51
2024-06-28,Friday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,49.03,30.41,18.61
2024-06-29,Saturday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,40.01,20.01,20.0
2024-06-29,Saturday,Heavy Rain,Jeera Rice,Rice,Dinner,56.36,37.36,19.0
2024-06-30,Sunday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,45.41,26.27,19.14
2024-06-30,Sunday,Cloudy,Poha,Other,Dinner,51.47,34.0,17.47
2024-06-30,Sunday,Cloudy,Gulab Jamun,Dessert,Dinner,56.85,32.81,24.03
2024-07-01,Monday,Cloudy,Mix Veg,Dry Veg,Lunch,58.12,48.88,9.24
2024-07-01,Monday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,47.45,36.77,10.68
2024-07-02,Tuesday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,48.61,29.9,18.71
2024-07-03,Wednesday,Clear,Mix Veg,Dry Veg,Breakfast,59.41,44.4,15.01
2024-07-04,Thursday,Cloudy,Jeera Rice,Rice,Dinner,48.64,44.2,4.44
2024-07-05,Friday,Cloudy,Mix Veg,Dry Veg,Dinner,46.96,30.03,16.93
2024-07-05,Friday,Cloudy,Dal Makhani,Curry/Dal,Lunch,47.97,38.17,9.79
2024-07-05,Friday,Cloudy,Mix Veg,Dry Veg,Breakfast,58.31,41.62,16.68
2024-07-06,Saturday,Clear,Poha,Other,Breakfast,40.5,24.59,15.91
2024-07-06,Saturday,Clear,Jeera Rice,Rice,Dinner,56.54,33.56,22.99
2024-07-07,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,51.15,30.37,20.78
2024-07-07,Sunday,Cloudy,Jeera Rice,Rice,Lunch,42.47,25.72,16.74
2024-07-07,Sunday,Cloudy,Jeera Rice,Rice,Breakfast,41.14,24.19,16.94
2024-07-08,Monday,Clear,Mix Veg,Dry Veg,Lunch,56.55,38.93,17.62
2024-07-08,Monday,Clear,Mix Veg,Dry Veg,Lunch,52.29,37.92,14.37
2024-07-09,Tuesday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,53.8,33.89,19.91
2024-07-09,Tuesday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,50.95,33.89,17.06
2024-07-10,Wednesday,Clear,Jeera Rice,Rice,Dinner,53.65,45.86,7.79
2024-07-11,Thursday,Heavy Rain,Jeera Rice,Rice,Dinner,51.06,41.42,9.65
2024-07-11,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,49.42,30.2,19.22
2024-07-12,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,52.19,34.51,17.68
2024-07-13,Saturday,Clear,Plain Roti,Bread/Roti,Breakfast,48.29,28.48,19.81
2024-07-13,Saturday,Clear,Palak Paneer,Curry/Dal,Dinner,55.69,37.59,18.11
2024-07-14,Sunday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,40.57,26.83,13.74
2024-07-14,Sunday,Heavy Rain,Jeera Rice,Rice,Dinner,59.86,35.17,24.69
